formula,transition temperature
Y0.94Ca0.06Ba2Cu3O6.97,83.4
Rb1Os1O6,6.3
Cu1Y1,0.235
Na2Cs0.88C60,8.3
Pd2Y0.9Yb0.1Sn1,4.37
Pt1Tl2,1.58
Ca0.85Nd0.15Fe1As2,14.0
Ce1Rh0.6Co0.4In5,1.5
NbSn3,18.0
K3N1H3C60,28.0
Si1V2.7Cr0.3,11.3
Gd1Fe0.8Ir0.2As1O1,17.6
Li1Fe0.98Cu0.02As1,9.3
Y1Ba2Cu2.9Fe0.1O6.7,28.5
La1Fe1As1O0.7,28.4
La1.885Ba0.115Cu1O4,13.9
Ta1S1.6Se0.4,3.97
Bi0.5La1.5Sr1Cu2O6.02,28.0
Bi0.6Sn0.4,7.0
Tl1Sr1.5Eu0.5Ca1Cu2O7,88.0
Nd1Ba2Cu3O7.16,95.3
Ba1Fe1.948Mo0.052As2,7.4
Ti0.72V0.18Al0.1,3.52
Co7Y9,2.85
Tl1Ba0.6Sr0.4La1Cu1O5,20.0
Pd45.9Ni5.1Sb49,1.23
Ir1Mo3,8.031
Ta0.9V0.1,3.58
Nb1Re1Si1,5.1
Ca8.44La1.56Pt3Fe10As18,32.3
Pr0.8Ce0.2Pt4Ge12,1.767
La1Ba0.8Ca1.2Cu3O7.11,60.0
Zr2Co0.85Ni0.15,5.96
Pb1.2Mo6Se8,4.32
Dy1Ni1.995Co0.01B2C1,4.1
Gd0.01La0.99,0.61
Co0.02Cu0.98Rh2Si4,3.8
Ce0.837Yb0.163Co1In5,1.4
Bi2Sr2Ca1Cu2O8.11,86.45
Nb2.55Zr0.45Sn1,17.9
Pr0.93Ce0.07Pt4Ge12,5.52
La1Pt3Si1,0.3
Sm1.665Gd0.185Ce0.15Cu1O4,13.0
Nb3Rh0.98Pt0.02,2.52
Ir3Th1,4.71
Ho1.1Ir4B3.6,2.12
Mg0.75Co0.25B2,34.0
La1.77Sr0.23Cu0.94Fe0.06O4,30.5
La0.9Pr0.85Sr0.25Cu1O4,10.0
Li1Hf0.5Zr0.5N1Cl1,21.0
Y0.75Pr0.15Ca0.1Ba2Cu4O8,76.2
Mg1C1Ni2.999Fe0.001,6.93
Bi4S2.85Se0.15O4,3.5
Nb2.927Zr0.073Al1,14.8
Mg0.9Zn0.1C1Ni3,4.5
Th3Ir4Sn13,2.6
Y0.84Lu0.16Ni2B2C1,14.8
Ca1Cu0.25Si1.75,3.1
La1Bi1S1.2Se0.8F0.5O0.5,3.7
Al0.9Ge0.1Nb3,18.9
Bi1.5Pb0.5Sr1.6La0.4Cu1O6.044,28.1
Lu4Os6Sn19,1.8
Fe1.03Te0.8Se0.2,13.5
Er1Ba2Cu2.94Zn0.03Fe0.03O6.94,76.0
Cu0.75Ge0.25Sr2Y1.3Ce0.7Cu2O8.59,17.5
Mo0.1Nb0.9,6.55
Y1Ba2Cu2.975Zn0.025O6.93,82.8
Mo0.04Zr0.96,4.47
Gd0.75Ca0.1Hf0.15Ba2Cu3O6.89,82.7
La1.86Sr0.14Cu0.99Li0.01O4,38.25
La98Lu1.4Tb0.6,3.127
Pd1.5Te2,2.21
La2Cu1O4.012,32.0
Nb3Al0.927Ga0.073,19.2
Pd2Se1,2.2
U1Pt2.988Pd0.012,0.24
La1.868Sr0.132Cu1O4,35.5
Pb2Sr2Eu0.75Ca0.25Cu3O8.1,74.0
Y1Pd2Al3,2.2
Pr1Fe1As1O0.7,46.25
Sr11Ca10Cu24O41,3.0
Ir1Te3,1.18
Nb3Sn0.91Al0.09,17.8
Ni0.05Pd0.95Te2,1.4
Ag0.845Sn0.155,0.025
La1.5Sm0.3Sr0.2Cu1O4,17.0
Mg1C1Ni2.8Ru0.2,3.48
Nb2Sn1V1,9.8
Nb2.55Ti0.45Sn1,15.6
Ba0.39K0.61Fe2As2,24.5
Y1Ba2Cu3O6.57,56.1
Y1Sr2Cu2.8Mo0.2O7,40.0
Hg1Ba2Cu1O4.108,89.1
Ba0.88La0.12Fe2As2,22.4
Y1Sr2Cu2.85Re0.15O7.1,73.0
La1Si2,1.6
K0.26Zr1N1Cl1,11.5
Mg1C0.98Ni3,6.5
Ho0.6Dy0.4Ni2B2C1,5.98
V2Hf0.8Ti0.2,8.8
Bi1Nb3,2.516666667
V75Si20Ge5,12.15
Bi1.7Pb0.3Sr2Ca0.99Nd0.01Cu2O8.03,82.5
Y0.5Pr0.5Ba2Cu3O6.66,3.5
Tl1.4Ba2Ca3Cu4O11.4,118.0
Gd0.922Pr0.078Ba2Cu3O7,84.0
Al1Th2,0.045
Nd1Fe1As0.8P0.2F0.1O0.9,34.1
Mg1C1Ni2.9Fe0.1,8.58
C1Pt2W3,1.2
Bi0.06Pb0.95,7.35
La0.7Ca0.2Pr0.1Ba1.5Sr0.5Cu3O6.809,63.0
Sn0.4197Pb0.4203In0.16Te1,4.18
Y1Ni1.9Co0.1B2C1,9.65
Ba1Ni2As2,0.783333333
C8K1H0.19,0.22
Pr1Fe0.9Co0.1As0.85P0.15O1,12.2
La1Ba1Sr1Cu3O7.01,41.5
Al2Pt1,0.343333333
Y1Ni1.985Cu0.015B2C1,14.3
Y1Ni1.98Fe0.02B2C1,13.4
Ba1Ti2Sb2O1,0.964
Nb0.5V1.5Zr1,4.3
Ir0.95Rh0.05,0.075
Ta1S2,1.0429
Y1.8Th0.2C2.7,12.0
Pb0.06Tl0.94,2.7
Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.51,66.0
Eu1.85Ce0.15Cu1O3.98,7.3
Ce1Fe1As1F0.3O0.7,46.0
Rh0.32Ru0.68,0.11
Th1Ir1.8Os0.2,5.66
Y1.8Cr0.2C2.9,12.4
Sr1Pd1.9Pt0.1Ge2,2.89
La1.937Sr0.063Cu1O4,11.7
Nd1.32Sr0.41Ce0.27Cu1O4,24.0
Lu0.5Ho0.5Rh4B4,8.43
Y1Ba1.5La0.5Cu3O7.08,38.0
Sr1Pt2Ge2,10.2
Hg0.85Re0.15Ba1.44Sr0.56Ca2Cu3O8,128.7
Nb25Ti74Zr1,7.4
Na1Fe0.93Co0.07As1,14.0
Mo0.5Pd0.5,3.52
Lu2Ir3Si4.5Ge0.5,5.2
Y1Ba1.76La0.24Cu3O7.024,73.4
Nd1Pt4Ge12,0.7
Y1Ba2Cu2.95Zn0.05O6.8,60.0
Ca0.8La0.2Fe0.9558Co0.0442As2,35.1
La3Ca0.7Cd0.3Ba3Cu7O16.459,71.5
Ba1Fe1.914Pd0.086As2,18.9
Y0.4Cu0.6Ba1.3La0.7Cu3O7,82.0
Cr0.0265V0.9735,3.89
Tl0.61V6S8,3.5
Pr0.75Sr0.25Fe1As1O1,16.25
La0.7Th0.3Bi1S2O1,2.04
Y1Sr2Cu2.65Ti0.35O7.1,53.0
Y2.5Dy2.5Os4Ge10,3.8
U1Co1Ge0.94Si0.06,0.423
Pb2Sr2Eu0.7Ca0.3Cu3O8.1,73.0
Tl2Ba2Cu1O5.876,87.0
Pr1Pt4Ge10Sb2,1.27
Nb0.93Tc0.07,7.0
Cr0.017U0.983,0.75
Ca0.77La0.23Fe1As1.99P0.01,28.0
Tl1Sr1.5Ce0.5Ca1Cu2O7,5.0
Zn2Zr1,0.296666667
Er1Ba2Cu2.85Ga0.15O6.69,82.0
Al0.9As0.05Ga0.05Nb3,19.2
Er1Pd2Sn1,1.17
Nb1Os2,2.52
La1.88Sr0.125Cu0.97O4,28.4
Pt0.22V0.78,1.76
Pb1Se1Eu1S1,2.48
Sr1.2Ba0.8Y1Cu2.8Al0.2O7.19,16.0
Cu0.8Mo0.2Sr2Y1Cu2O7.3,65.0
V0.767Ga0.086Al0.147,12.1
Tl0.67Cr0.33Sr4Cu2C1O10,77.0
Mn0.025Ti0.975,2.33
Al0.05Au0.92In0.03,0.0672
Pd1Si1,0.93
Cu0.5P0.5Sr2Ca1.9Y0.1Cu3O9.3,84.0
Au0.33La0.67,3.2
Ga0.32Nb0.68,20.2
La1.79Sr0.21Cu0.99Ru0.01O4,22.1
Cs1Os2O6,3.27
Ba0.6K0.4Bi0.5Pb0.5O3,7.2
Sr4V2Fe2As2O6,31.5
Sr1Fe1.84Pt0.16As2,16.0
Rb0.19W1O3,5.5
Y1Ba2Cu2.982Zn0.018O6.9,89.2
Ta0.25V0.75,2.8
Bi2Sr2Ca1Cu1.98Ni0.02O8,78.0
Nb0.31Ta0.06Ti0.62,9.0
Co0.03In0.97,3.95
Ba1K1Bi1O4,23.0
Tl2Ba2Cu1O5.912,82.0
Pr0.8Sr0.2Fe1As1O1,14.6
Si1,5.062857143
H0.983Pd1,7.355
Li0.34Rb1Ca2Nb3O10,3.52
La1.5Ba1.1Ca0.4Cu3O6.764,25.0
Y2Ba4Cu7O14.13,37.0
Nb2.94Ta0.06Al1,17.7
Hg1Tl1Ba2Ca3Cu4O12,110.0
Bi2Sr2Nd1.64Ce0.36Cu2O10.23,14.0
Lu1Ru2Si2,2.4
Al0.95Li0.05,1.13
Ir0.95Pd0.05,0.05
Nb25V5Ti70,7.7
Hf0.915Mo0.085,2.13
Er0.76Ca0.24Ba1.6Sr0.4Cu2.76Co0.24O6.88,77.0
Y1Ba2Cu2.97Zn0.03O6.95,81.0
Nb3Al0.8Be0.2,17.0
Ir0.5Os0.5,1.69
Na0.6Sn1Ta2S5,4.0
Er1Ba2Cu2.28Co0.18O6.74,34.0
B3Re7,3.19
Pd2.8S1,1.63
Pr1.5725Y0.2775Ce0.15Cu1O4,11.0
Tc6Zr1,9.7
Cu0.03Ta1S2,3.79
As1Sn1,3.755
Cr0.8Rh0.2,0.5
Ca1.75Na0.25Cu1Br2O2,18.0
Ce1Fe1As0.8P0.2F0.05O0.95,20.6
Y0.8Ca0.2Ba2Cu3O6.78,84.2
Os0.232Re0.768,1.67
Nb3Rh0.95Pt0.05,2.53
La1.725Nd0.125Sr0.15Cu1O4,33.5
Li1Fe0.98Ni0.02As1,10.58
La1.865Ce0.135Cu1O4,21.2
Y0.95Ca0.05Ba2Cu2.95Co0.05O6.96,88.0
H0.1La1.89Sr0.11Cu0.995Fe0.005O4,14.0
Hf1Ru4P2,9.5
Ce1Fe0.83Co0.17As1H1,19.5
Sn0.7598Pb0.1902In0.05Te1,2.77
Dy1Ni1.985Co0.03B2C1,2.1
Ce1Co1In4.96Cd0.04,2.05
Sn0.8Ag0.2Te1,1.863333333
O2,0.65
Ca2Cu1Cl2.3O2,36.0
Si1V3,16.70833333
Pd0.985Ni0.015H0.75,1.72
La1.65Nd0.2Ca0.122Ba0.028Cu1O4,27.1
Ba0.9Na0.1Ti2Sb2O1,4.24
Pb0.696Sn0.464Ti2Se5.16,3.82
Sb0.02Sn0.98,2.64
Co0.5Ni0.5Ta2,0.91
Er0.91Gd0.09Rh4B4,6.87
Eu1Ba2Cu2.85Ga0.15O6.76,43.0
Ba1Fe1.85Zn0.04Co0.11As2,18.5
Gd0.31Sm1.54Ce0.15Cu1O4,14.2
Bi1.6Sr0.4Yb0.65Ca0.35Cu3O6.075,43.0
Sm1Fe0.96Ni0.04As1O1,7.5
Sn0.8In0.2Te0.95Se0.05,3.3
Re0.83Ru0.17,2.23
Dy1.2Mo6S8,1.856666667
Co1U6,2.358
Y0.8Cd0.2Ba2Cu3O7,92.8
Hf1Ir1Si1,3.5
Hg0.92Ba2.05Cu1.03O4.05,93.8
Bi1Ga1Sr1.8Ca1.2Cu2O8,24.8
Y2Pd1Ge3,3.125
Bi0.5Sb0.5,2.94
H0.04Ta0.96,3.62
Y0.8Pr0.2Ba2Cu3O6.65,51.7
Hf0.87Mo0.13,2.6
Dy1Ba1Sr1Cu3O6.6,14.85
Ce1Rh1Si3,0.914
Dy1Rh0.8Ir3.2B4,1.17
Ge0.1Si0.9V3,14.4
Bi2Sr2Ca1Cu2I0.69O8.242,53.1
V3Si0.2Sn0.8,6.4
Ce0.8Nd0.2Bi1S2F0.7O0.3,3.145
La1Ir1P1,5.3
Lu5Ir3.12Rh0.88Si10,5.74
Eu0.65La1.2Ce0.15Cu1O4,11.0
Hg1Ba2Cu1O4.3,81.0
Ce1Rh1In4.84Sn0.16,1.2
Ge2Y1,3.8
Nb0.55V0.45,4.11
Eu1Fe2As1.58P0.42,29.0
Nb2S1C0.82,4.43
Tl2Ba2Ca2Cu3O9.964,112.0
Nb3In0.5Zr0.5,6.4
Mo0.6Pt0.1Re0.3,8.5
Pr0.925Gd0.925Ce0.15Cu1O4,9.5
Cu1Ir1.6Pt0.4Se4,1.76
Y1Ba2Cu2.95Fe0.05O6.9,88.7
Y1Ba2Cu3O7.01,89.5
Ba1Fe1.48Ru0.52As2,20.05
La1Sn2,3.6
Nb75Ga7.5Al17.5,18.3
Bi2Sr1.8Ca1Gd0.2Cu2O8.26,88.9
La1Pt2.1B2.4C1.2,10.35
V3Si0.6Ge0.4,8.7
N0.003Nb0.997,9.12
La1.8Sr0.2Cu0.98Zn0.02O4,19.06666667
Lu1Ni1.89Co0.22B2C1,7.5
Sm1Fe1As1H0.3O0.6,51.4
Y1Rh1Sb1,2.1
La1.8Nd0.05Ca0.074Ba0.076Cu1O4,2.05
Y1Ba2Cu2.94Zn0.06O6.83,55.0
Y0.6Th1.4C2.7,14.4
B2Nb0.3,6.1
Ni2Hf1Al1,0.37
Bi0.86Tl0.14,6.5
La1.875Ba0.005Sr0.12Cu1O4,31.1
Ce1Cu2Si1.92Ge0.08,0.27
Pr0.73La0.27Ir2Zn20,0.093
Er1Ba2Cu2.7Zn0.3O6.86,32.0
La1Fe1P1F0.08O0.92,7.8
S0.8Se1.2Ta1,3.9
Nd1.11Gd0.74Ce0.15Cu1O4,15.0
V3Ga0.6Si0.4,9.5
Nb1N0.9O0.02,14.7
Nb20Ti75Ta5,7.1
Na2Rb0.75Cs0.25C60,5.2
Zr3V3O1,7.5
Ca1.825Na0.175Cu1Cl2O2,26.0
Os0.07Zr0.93,5.66
W1.75Ru1.25B2,3.38
Cd0.97Hg0.03,0.53
Nb0.97Cr0.03N1,1.2
Y1Sr2Cu2.75W0.25O6.9,33.0
Yb0.75Pr0.25Ba1.7Sr0.3Cu3O6.92,71.0
Pr0.342Th0.658,0.32
La7Ni3,2.1
Al2Au1,0.0475
Lu1Rh5,0.49
Pr1.85Th0.15Cu1O3.98,17.2
Ho0.9Lu0.1Ni2B2C1,8.77
La1.8Nd0.2Cu0.99Zn0.01O4.0631,4.87
Ca8.77Nd1.23Pt3Fe10As18,28.4
Rh0.09Zr0.91,10.1
Sm1Fe0.7Ru0.3As1F0.15O0.85,12.5
Dy1Ba2Cu2.96Ni0.04O6.73,82.0
Fe0.95Zn0.05Se0.3Te0.7,13.5
Tl1Sr2Ca0.7Y0.3Cu2O6.84,87.0
Sb0.28Tl0.72,5.2
Ho1Rh3.6Ru0.4B4,6.42
Bi2Sr1.7La0.3Cu1O6,30.0
La1Ba1.4Ca0.6Cu3O6.9,74.0
C0.1N0.9Nb1,8.5
La0.99Sm0.01,4.5
Al1Ge1,5.5
Co0.034Ru0.964,0.2
Mo0.61Ru0.39,7.18
La1Os4P12,0.9
Ba0.95Na0.05Ti2Sb2O1,3.14
Nb3Rh0.02Pt0.98,9.6
As1Ge1,3.5
As1Pd2,1.15
Lu1S1,1.1
Y1Ba2Cu2.6Al0.4O7,42.0
Bi2Sr2Ca1Cu1.98Fe0.02O8,71.5
Rh0.25Zr0.75,6.556666667
Sr0.5K0.5Fe2As2,37.7
La1Ba1Ca1Cu3O7,66.0
Y1Ba2Cu2.95Fe0.05O6.69,43.5
Y1Ba2Cu2.931Zn0.069O6.6,20.0
Cu0.75Zn0.25Ir2S4,3.3
Y1Ba2Cu2.9Zn0.1O6.94,56.95
Li0.17Zr1N1Cl1,14.2
Mo5.22Zr94.78,4.0
Nb0.5Ti0.2V0.3,8.5
Ca0.9Nd0.1Ba1La1Cu3O6.87,73.8
Nd1.72Ta3.28S2,4.3
Nd1.48Gd0.37Ce0.15Cu1O4,18.0
La1.2Ba1.8Cu3O7.3,27.0
U0.99Pd2Al3,1.94
Mo0.025Ti0.975,1.8
Nb1C0.2N0.74,17.5
La1Ru2.94Co0.06Si2,6.62
Ba1Pt3Au1Ge12,7.0
Sr1Fe1.75Co0.25As2,15.7
La98Lu1Tb1,2.108
Y0.65Pr0.35Ba2Cu3O7.01,44.5
Ta0.2Zr0.8,5.56
La1.85Sr0.15Cu0.973Zn0.027O4,2.8
Ca0.84La0.16Fe1As2,34.0
Nb3Rh0.9Au0.1,2.7
Nb3Te4,1.746666667
Pd0.14Ti0.86,3.74
Y1Ba2Cu3.985Zn0.015O7.95,70.0
Cd99.995Mn0.005,0.39
Ir0.8Y0.2,3.66
Sm1Fe0.9Ru0.1As1F0.15O0.85,21.7
Er0.8Gd0.2Rh4B4,4.41
K0.74Fe1.66Se2,31.0
Tl1Sr2Ba2Cu2C2.7N0.3O7,49.0
Sr1Fe2As0.8P1.2,3.13
V50Ti45Mo5,6.9
Rb1Cs2C60,33.0
Nb2Sn1Ta0.5V0.5,12.2
C0.6Mo4.8Si0.3,7.6
Th1.2Er0.8C3,7.0
Bi1.7Pb0.3Sr2Ca0.65Y0.35Cu1.94Zn0.06O8,62.1
Pr1Pt2.1B2.4C1.2,6.0
Sm0.89Th0.11Fe1As1O1,48.9
Ir0.965V0.035,0.147
La1Fe0.95Rh0.05As1O1,12.0
Sb0.011Sn0.989,3.642
Pr0.82La1Ce0.18Cu1O4,16.2
Nb0.92Ta0.71,4.94
Fe0.99Ni0.01Se0.82,6.65
Y0.8Pr0.2Ba2Cu3O6.98,72.6
La1.825Sr0.175Cu0.985Ni0.015O4,25.0
Y1Ba2Cu2.95Zn0.05O6.85,66.19
Ba1Ti2Sb1.4Sn0.6O1,2.49
Ba1Fe1.935Ni0.065As2,11.3
N0.78Nb1,10.5
Ba0.7Rb0.3Fe2As2,36.9
Ba0.34K0.66Bi1O3,7.0
Bi1.08Ta1S3.08,0.76
Er0.76Ca0.24Ba1.4Sr0.6Cu2.76Co0.24O6.84,64.0
Li0.33V2O5,8.5
Sm1Fe1As1H0.25O0.75,54.85
La0.3Y0.7Fe1As1F0.15O0.85,38.0
Li0.9Mo6O17,2.891666667
La1Rh1Al1,2.4
Te1Y1,1.535
Pr2Ba4Cu7O14.21,23.0
Bi0.5Cd0.25Pb0.25Sn0.12,8.2
La1.85Sr0.15Cu0.9925Zn0.0075O4,28.7
Nb0.11Re0.78Ta0.11,8.8
V3Ga0.9Sn0.1,10.7
Mg0.988Fe0.012B2,33.45
Ba0.575K0.425Bi1O3,27.3
Nb3Sn0.5Ge0.5,11.95
La3Co2Ru2Sn13,4.0
Lu4Rh6Sn19,4.0
Y1Ba1Sr1Cu3O6.98,82.8
Eu0.56K0.44Fe2As2,28.7
Tm1Ba2Cu3O6.41,19.0
V2.808Re0.192Si1,4.7
Nb3Ga0.8Zn0.2,16.2
Ir0.85Rh0.09Se2,7.61
Nb80Ga17Fe3,11.6
Y1Ba2Cu3H0.16O6.54,47.9
Nd0.85La1Ce0.15Cu1O4,15.0
Sm1Fe1As1F0.15O0.85,44.48888889
Ce1Pt2.97Si1,0.72
Th1Ni2B2C1,6.966666667
La0.9Pr0.1Se1,0.48
Pb0.85Tl0.15,6.73
Ir0.63Os0.27Rh0.1,0.4
Ir0.05Rh0.04Ti0.91,4.0
Y2Pd1Si2C1,2.2
Ce0.2Nd0.8Bi1S2F0.5O0.5,4.48
Mo1Sr2Ho1Cu2O8,27.0
Zr2Co0.75Ni0.25,4.91
Ta1V2,2.133333333
Ti54Nb30Si16,4.8
Er1Ir4B4,2.22
Lu0.8Pr0.2Ba2Cu3O7,86.8
Mo5Ru1Se8,3.7
Ti1.38V1.62Sb1,1.49
Mo0.95Hf0.05C0.65,8.81
Eu2.17Ce0.5Sr1.33Cu2.5Co0.5O9.08,34.9
Rb0.8Fe1.7Se2,31.875
U1Pd2Al2.97Ga0.03,1.64
Bi0.4Pd0.6,3.85
C2Li1,1.9
Ba0.5K0.5Fe1.92Mn0.08As2,15.0
La1.6Er0.4Ba2Ca0.8Cu4.8O11.424,76.0
Sm1.25Gd0.6Ce0.15Cu1O3.97,16.8
V0.743Ga0.181Al0.076,12.0
Pr1Os2.4Ru1.6Sb12,1.16
Pd0.12Ti1Se2,1.93
Er0.95Gd0.05Rh4B4,7.61
Y0.8Pr0.2Ba2Cu4O8,66.78571429
Li2Pt3B0.99Al0.01,2.86
Nb0.89Al0.11N0.85O0.17,17.3
Bi2Sr1.8La0.2Cu1O6.3,18.0
Rh0.88Ti0.12,4.0
Yb0.9Ca0.1Ba1.4Sr0.6Cu4O8,85.0
La0.9Ca0.1Ba1.5Sr0.5Cu3O6.847,68.0
Er1Ba2Cu3O6.31,55.0
Zr0.985Lu0.015B12,5.67
Sm0.85Gd1Ce0.15Cu1O3.97,11.3
Tm1.83Ca0.17Cu1O3.99,30.0
Ga0.2Nb0.8,15.3
Al0.06Au0.92In0.02,0.0619
V75Si12.5Ge12.5,8.58
Mg0.9Li0.1B1.82C0.18,28.5
Bi0.16Pb0.35V0.05Sr2Ca2Cu3O10.12,103.7
La1.25Ca0.25Ba1.5Cu3O7.087,62.9
Tl1.62Ba2Ca2.3Cu3O9.92,113.0
Ca1Hg3,1.6
Y1Ba2.01Cu3.11O7,86.0
Eu1Fe1.2As2P0.8,21.5
La0.85Ca0.15Ba1.5Sr0.5Cu3O6.819,71.0
Y1Ba2Cu2.94Co0.06O7,78.3
Y0.6Ca0.4Ba1.6La0.4Cu3O6.95,82.0
Fe1.13Se0.1Te0.85,5.25
Y1Ba1.9La0.1Cu3O6.7,54.5
La1Fe1As1H0.41O0.59,19.5
Y0.5La0.5B6,1.6
La3Ni2B2N3,13.0325
Y1Ba2Cu2.7Co0.3O6.93,16.9
Nb0.6Ta0.4,6.56
Ca0.3Ba1.45La1.25Cu3O7.12,69.3
Y1Ba2Cu2.85Ni0.15O6.78,41.3
Y1Ni1Cu1B2C1,10.1
La1.736Nd0.116Ba0.15Cu1O4.03,29.0
Y0.7Pr0.3Ba2Cu4O8,63.66666667
La1.295Pr0.555Sr0.15Cu1O4,33.0
Pr1.665Gd0.185Ce0.15Cu1O4,15.5
U0.99Gd0.01Pd2Al3,1.16
Nd1.25Ba1.75Cu3O6.99,52.7
Au30Pd3.3Te66.6,2.6
Nb3Al0.75Ga0.3,19.1
Mo0.59Si0.41,1.34
Er1Ba2Cu3O6.6,75.0
Rb0.27W1O3,1.9
Y1Ba2Cu2.961Zn0.039O6.7,38.0
Nb3Sn0.85Tl0.15,18.2
H4Si1,17.0
Y0.9Pr0.1Ba2Cu3O6.65,56.1
Fe1Se0.082Te0.738,10.9
Y0.95Gd0.05Ni2B2C1,13.5
Tl0.5Pb0.5Sr2Ca1Cu2.95Ni0.05O7,50.0
Eu1Ba1Sr1Cu3O6.95,84.0
C1Ti0.5W0.5,6.7
Ce1Rh0.35Co0.65In5,1.38
Li3Mo15Se19,3.5
C0.64Mo1,8.45
V2.781Co0.219Ga1,8.4
La1.7Ba0.3Cu1O4,9.7
La1Fe0.9Co0.1As1O1,11.02
Rh0.1Zr0.9,9.9
Se1Y1,3.25
Y0.77Gd0.23Ni2B2C1,4.2
Tm1Ni1.97Co0.06B2C1,8.7
Ba1Fe1.8Ni0.2As2,6.4
Cu0.5C0.5Ba2Ca3Cu4O11,117.0
La1.735Nd0.15Sr0.115Cu1O4,16.5
U1Ni2.02Al3,1.14
Sm1Ba2Cu3O6.73,44.95
Ti0.18V0.72Al0.1,2.05
Bi1In2,5.584
Sc0.5Lu0.5Ni2B2C1,15.6
As1Bi1Pb1Sb1,9.0
Nb3Bi0.15Sn0.85,18.28
Ce1Ni1Ge3,0.455
La1Tl2.19Pb0.81,1.37
Ba0.6Rb0.4Fe2As2,34.0
Sr0.81Eu0.19Fe1.76Co0.24As2,12.0
Re0.83Ti0.17,7.05
Os0.075W0.925,0.9
Sm1Fe1As1F0.13O0.87,24.7
Nb0.25Sb0.25Ti0.5,2.05
La0.95Gd0.05Ru2,1.61
Ca0.3Ba1.45La1.25Cu3O7.05,46.4
Bi1.95Sr1.65Nd0.4Cu1O4,35.0
Tc0.7V0.3,7.355
In0.95Te1,2.7
Mo6Te5I3,2.4
Fe1Se0.8,8.65
Y1Ba2Cu2.95Zn0.05O6.52,23.0
P0.95Zr1,4.6
Tl1Sr1.5Tb0.5Ca1Cu2O7,80.0
Li2Pd3B1,7.497
V0.767Ga0.214Al0.022,12.1
Li1Fe2Se2,44.0
Y1Sr2Cu2.65Ga0.35O6.7,21.0
Cr0.06Mo0.94,0.71
Y0.4Pr0.6Ba2Cu4O8,37.875
Nb0.42Tc0.58,10.9
Na0.29Co1H2.6O3.3,3.955
Bi2Sr1.8Ca1Dy0.2Cu2O8.26,89.2
Nb0.75Au0.175Pt0.075,12.85
Fe2As2Ba4Sc3O7.5,11.0
Nb0.9Rh0.1,2.8
Ce1Ni2Ge2,0.216666667
Y0.9Ca0.1Ba1.9La0.1Cu3O6.95,86.0
Tl1Sr2Ca0.65Th0.35Cu2O7,55.3
Al0.03Ti0.81V0.16,5.1
Nb2.88Ti0.12Al1,15.0
Cr0.8Re0.2,1.31
Y1Ba1.9Sr0.1Cu4O7.9,78.0
La1Fe1As1F0.08O0.9,25.9
La1Ni1P1O1,3.0
In0.06Sn0.94Te1.01,1.36
Y2Re3Si5,1.76
Ba1Fe1.89Co0.11As2,23.25
La1.8Nd0.05Ca0.074Ba0.076Cu1O4.01,23.7
Ba1Fe1.66Zn0.12Co0.22As2,4.6
Eu1Ba2Cu3O6.76,77.0
La0.48Y0.52,1.0
Y1Sr2Cu2.65Mo0.35O7.4,43.0
Ba0.737K0.263Fe2As2,24.0
Nb0.65Zr0.35,10.6
La1.85Sr0.15Cu0.9875Zn0.0125O4,22.3
Y1Ba2Cu3.938Zn0.062O8,47.0
Ba2Bi2Sb1,3.92
Cd0.01In0.99,3.3445
La1Fe1As0.5P0.5F0.05O0.95,21.2
Be1W1,4.1
Nd1.75Sm0.1Ce0.15Cu1O3.972,22.2
Er1Th3.4Ru0.6B4,7.9
Bi0.8Nd0.1Tb0.1Pb1Sr2Ca2Cu3O10,115.25
K2In1Mo15Se19,1.3
Al0.07Au0.92In0.01,0.0763
Nb0.76Al0.18Ge0.06,17.88
Ba0.47K0.53Bi1O3,11.0
Nb0.8Zr0.2,10.9
Ce1Cu2Si1.96Ge0.04,0.385
Nb77.3Sn18.1Al2.3Ge2.3,13.0
Y0.85Ba1.95Ca0.2Cu4O8,91.6
Y0.85Ca0.15Ba2Cu3O6.9,79.0
Ti0.25Nb0.5Sb0.25,3.05
Ga1Nb2.4V0.6,12.5
Ta1Se1.6Te0.4,1.2
Y1Ni1.7Cu0.3B2C1,10.85
Zn0.04Zr1N1Cl1,15.0
Fe0.97Zn0.03Se0.3Te0.7,11.8
C0.55Sr2.03Ca0.62Y0.35Cu2.35O6.79,60.0
C1Ta0.2Zr0.8,2.3
Ba1Fe1.774Co0.226As2,12.8
Nb80Si16B4,4.7
Lu1Th3.4Ru0.6B4,9.0
Gd1Ba2Cu2.64Fe0.36O6.99,21.0
Sn0.5Eu0.5Mo6S8,10.2
Ce0.12Si1V2.88,15.32
Gd1Sm1Ni2,4.5
Ba1Fe2As1.52P0.48,30.1
Tl0.47Rb0.34Fe1.63Se2,32.0
Al0.997Er0.003,1.658
Nb25Ti70Zr5,7.5
Ti1Ir1Si1,1.675
I2,1.2
Ba1Fe1.916Co0.084As2,15.5
C1.55Th0.3Y0.7,17.0
La1.945Rb0.055Cu1O4,22.0
Lu1.9Sc0.1Ir3Si5,3.2
La1Ba1.5Ca0.5Cu3O7.079,76.0
Mo0.84Hf0.16C1,11.5
La1Pd2Ge2,1.04
La1.85Sr0.06Ca0.05Ba0.04Cu1O4,27.0
